cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
301	100.01109629616263	0.54703593	-1		
36	100.02430212536083	0.52969545	-1		
10083	100.02430841473426	1.6225	-1		
9259	100.07153147055752	1.4078839	-1		
9229	100.0756328608512	1.3988941	-1		
15984	100.075644795989	2.5838964	-1		
10355	100.07564578507434	1.5964224	-1		
12810	100.07565173634308	2.0387812	-1		
69092	100.07565232805008	6.8954234	-1		
87309	100.07565445233844	8.769709	-1		
19384	100.11202747583816	3.0346143	-1		
9529	100.11202896124192	1.4834651	-1		
39816	100.11203418260487	4.672748	-1		
6902	100.11204724594543	1.0960532	-1		
107938	100.50987703432595	10.2906	-1		
105786	100.5098773328888	10.151225	-1		
101829	100.50987821308097	9.9479685	-1		
241	100.50988075981635	0.5404898	-1		
103703	100.5098798645681	10.042024	-1		
293	100.51267934626394	0.5581945	-1		
230	100.96697712729684	0.5465084	-1		
21359	101.02326754985036	3.2145844	-1		
85925	101.05964992910144	8.652091	-1		
98599	101.05965291389592	9.696892	-1		
66678	101.05965417283645	6.6833587	-1		
68957	101.0596542541172	6.884011	-1		
54972	101.05965455419653	5.7862844	-1		
49716	101.05965583905152	5.359543	-1		
28549	101.0596561825999	3.8784375	-1		
97107	101.05965542998251	9.626603	-1		
89179	101.05965569217518	8.98144	-1		
53505	101.05965678819294	5.689519	-1		
71096	101.059658511502	7.054518	-1		
46876	101.05965870960334	5.268191	-1		
12546	101.05966038073588	2.0387769	-1		
18118	101.0596609518225	2.8939245	-1		
26513	101.05966159840632	3.6581173	-1		
64314	101.05966265804598	6.50457	-1		
34730	101.05966330458467	4.31154	-1		
7136	101.05966720768312	1.1259822	-1		
15238	101.05967037867588	2.450451	-1		
3291	101.05968027216298	0.7795849	-1		
140511	101.07089221860495	11.877752	-1		
137003	101.07089545323728	11.763361	-1		
134271	101.07089590971982	11.59982	-1		
128303	101.07089764388527	11.4197445	-1		
131266	101.07089944030352	11.50985	-1		
9260	101.07899117898369	1.4025962	-1		
44660	101.09603435196917	5.078027	-1		
4819	101.10730164710904	0.899793	-1		
670	101.97703997204168	0.6006549	-1		
8255	102.01298412531916	1.2535608	175		
118	102.02185490863803	0.5305204	-1		
89015	102.03378217292774	8.974602	-1		
5077	102.03878473346929	0.91768813	-1		
1493	102.05492355729989	0.62964165	-1		
3772	102.05492651725258	0.8154149	175		
9307	102.0798754200166	1.4135017	-1		
15670	102.09129784946012	2.5605876	-1		
13434	102.09130299124227	2.19076	-1		
17461	102.09130450973312	2.7997513	-1		
12655	102.0913048093322	2.0699916	-1		
11473	102.0913058720136	1.878702	-1		
1283	102.09131454215564	0.6261078	-1		
5097	102.09135244212553	0.90379125	-1		
10815	102.12296642527468	1.6650864	175		
2654	102.12325952802976	0.6666708	175		
4214	102.12336680048584	0.8294601	175		
8231	102.12306396361184	1.2062703	-1		
7047	102.1233374021256	1.0614322	175		
6396	102.1234253568284	0.96024287	175		
3063	102.12343842093448	0.75973284	-1		
1876	102.12766922447906	0.66242945	175		
3776	102.12767518618044	0.82383263	175		
9771	102.1276787420178	1.5837294	-1		
10318	102.1276816233966	1.6469288	-1		
8797	102.12768460530204	1.2791761	-1		
5343	102.1276905714465	0.88834536	-1		
6671	102.12769479351064	1.0173169	175		
3788	102.13195340913404	0.8228531	175		
7867	102.1318777952192	1.1410295	175		
10605	102.1318839607652	1.6750871	175		
2232	102.13201798040556	0.6911549	175		
6311	102.1319410844337	0.9790763	175		
7406	102.13228900353435	1.0929998	-1		
3408	102.13361888787232	0.79521805	175		
6747	102.13371002505995	1.0549182	175		
161	102.97021916276982	0.54459864	-1		
70502	103.03893104761248	7.0204825	-1		
14784	103.03893337749292	2.4029539	-1		
48367	103.03893451674038	5.329623	-1		
7621	103.03894159681516	1.172592	7422		
8220	103.0541953010104	1.246498	-1		
115292	103.07529790957152	10.682123	-1		
74541	103.07530818803367	7.3788733	4368		
19970	103.07531307320072	3.0931602	-1		
72922	103.07531335926072	7.2298894	-1		
12832	103.07531967644152	2.0820682	-1		
28413	103.07532365030058	3.8124444	-1		
18955	103.0753243281953	2.9622865	4368		
1776	103.13104941493448	0.6608856	7422		
3750	103.13105222948812	0.8231489	7422		
9522	103.54229888289346	1.476373	-1		
77402	104.03417407667278	7.6898503	-1		
78548	104.03417629831203	7.810111	-1		
65246	104.03418492924484	6.56573	-1		
62911	104.03419341918912	6.4046116	-1		
3321	104.07056012477572	0.776761	-1		
4587	104.07056423427088	0.8387949	-1		
116024	104.07056606232727	10.737231	-1		
20927	104.07056870110026	3.2251952	-1		
1179	104.07056901914476	0.6296272	-1		
7016	104.07057000364289	1.1191722	-1		
950	104.10694931653592	0.6071509	-1		
6083	104.10694938038434	0.9809945	-1		
7344	104.10695682867112	1.1319969	-1		
4323	104.10696859273494	0.8135694	-1		
3249	104.1069774592662	0.7683259	-1		
3222	104.11146921436752	0.7628717	-1		
8072	104.1343255765422	1.2069193	-1		
3431	104.13433148330552	0.8004511	-1		
5043	104.13433401224388	0.84363884	-1		
62882	105.01013883031897	6.4017177	-1		
76758	105.0334466877748	7.6204295	-1		
47098	105.03344768759187	5.2377324	-1		
54862	105.03344765033684	5.791472	-1		
100499	105.0334483116864	9.836846	-1		
75414	105.03344955617573	7.467218	-1		
68050	105.03345208582846	6.807358	-1		
59188	105.03345443199724	6.149731	-1		
56731	105.03345536611884	5.9149313	-1		
96264	105.0334560909667	9.549508	-1		
61775	105.0334592758517	6.3220997	-1		
73110	105.0334635761172	7.247185	-1		
31378	105.0334679013724	4.049503	-1		
45001	105.03346921782432	5.106218	-1		
5030	105.0368378975643	0.9132416	-1		
11069	105.06983891376176	1.7725775	-1		
11541	105.06983946458011	1.8330005	-1		
89678	105.06983993013051	9.037289	-1		
37909	105.0698474223652	4.559974	-1		
5132	105.5579774598434	0.9197068	-1		
577	105.96293983942616	0.5502284	-1		
37156	106.06508899902124	4.517483	-1		
981	106.08622256541246	0.609381	-1		
10559	106.99191738679616	1.6875646	-1		
8258	106.99191767935925	1.2682552	-1		
16	106.9919210522328	0.5247788	-1		
3428	106.9919292377873	0.79242814	-1		
11268	107.04911092954153	1.8249632	-1		
99856	107.04911141637916	9.78365	-1		
36453	107.04911854999835	4.4527926	-1		
8549	107.04911912342124	1.2832844	-1		
20693	107.0491225210956	3.2065513	-1		
9759	107.07022065162528	1.5359857	-1		
110625	107.07022535831936	10.430065	-1		
51305	107.07022722348526	5.5313725	-1		
120429	107.07022829393216	10.963858	-1		
44653	107.07023235416106	5.0773005	-1		
49436	107.0702327575014	5.3904467	-1		
48075	107.07023414624624	5.269447	-1		
75759	107.0854851318454	7.5199666	-1		
32304	107.08549102476118	4.120897	-1		
53270	107.08549104223783	5.6494436	-1		
39109	107.08549401818568	4.626759	-1		
73364	107.0854948143306	7.24637	-1		
55757	107.08549495375664	5.887854	-1		
60980	107.08549659320272	6.263536	-1		
59440	107.08549675686945	6.172384	-1		
35795	107.08549713180564	4.3828998	-1		
57682	107.0854991154562	6.0389943	-1		
62601	107.08550164131933	6.3595133	-1		
47318	108.04436290064947	5.254591	-1		
25239	108.04436651467267	3.560238	-1		
11265	108.04436907845457	1.8295604	-1		
18385	108.04437623193164	2.9035313	-1		
28353	108.0443765902108	3.8061218	-1		
7552	108.08076229393193	1.1599922	-1		
9599	108.08076301988642	1.4859128	-1		
9322	108.08076857561694	1.4446843	-1		
4729	108.08078615480804	0.884364	-1		
9433	109.02838686167205	1.4573646	-1		
21330	109.02838855044718	3.2382104	-1		
32224	109.06475893119288	4.1197343	4771		
33196	109.06475906855415	4.1599336	4771		
76912	109.06476125168274	7.6419196	-1		
39231	109.06476341786764	4.644106	-1		
71091	109.06476340452348	7.0580077	-1		
29607	109.06476454330289	3.9175127	247		
65192	109.06476495252028	6.5675883	-1		
37100	109.06476717923952	4.46327	-1		
4896	109.07602794731042	0.88613105	-1		
82143	109.10114036174608	8.248545	-1		
50513	109.10114122593664	5.465979	-1		
117726	109.10114132890746	10.793421	-1		
56833	109.10114287199056	5.9623556	15		
110210	109.10114244085352	10.359243	-1		
35183	109.10114479008033	4.3768425	2298		
95826	109.10114545912576	9.512235	-1		
39261	109.1011459747617	4.646661	2298		
99395	109.10114580240342	9.737198	-1		
37829	109.10114636295984	4.5200157	-1		
67612	109.10114718022392	6.763326	2298		
72506	109.10114909833104	7.210689	-1		
62511	109.10115072122474	6.366785	-1		
183	109.9785779015075	0.54852855	-1		
29	110.00865693111317	0.5281363	-1		
7943	110.00867089172978	1.1925781	8538		
7192	110.0086757750808	1.131458	-1		
3363	110.00869576189	0.77396685	8538		
4379	110.008697850216	0.814813	-1		
122335	110.01995777771042	11.061809	505		
113278	110.01995900851205	10.54053	505		
107132	110.0199621161132	10.287448	505		
101501	110.01996816459716	9.960034	505		
103456	110.01996824863969	10.053654	505		
13089	110.06001445239517	2.1343043	-1		
30184	110.06001507225774	3.9686074	-1		
9082	110.06001538352758	1.3559253	-1		
11160	110.0600157313059	1.8106775	-1		
11574	110.06001849779508	1.8786178	-1		
26316	110.06001879970474	3.6474583	-1		
18255	110.06002397356971	2.8867705	-1		
1583	110.06003972418952	0.6760162	-1		
4184	110.06004951982284	0.8487057	-1		
56723	110.1044953068679	5.963391	-1		
7977	111.00870220390614	1.1807258	-1		
10008	111.00872381581124	1.6025848	-1		
3301	111.00942824978088	0.7765081	-1		
34	111.00947190523124	0.52864116	-1		
124759	111.020164736634	11.149933	-1		
108062	111.02016553591564	10.295309	-1		
105842	111.02016675657104	10.164674	-1		
136356	111.02016792458912	11.730568	-1		
109907	111.02016775087716	10.336405	-1		
140542	111.02016874683508	11.875769	-1		
101752	111.02016927482124	9.956978	-1		
103873	111.02017200107056	10.053153	-1		
85968	111.02017410322364	8.686231	-1		
98403	111.0201743739486	9.702704	-1		
133611	111.02017444016792	11.562074	-1		
91239	111.02017895281172	9.176313	-1		
100456	111.04401678201434	9.842618	-1		
16504	111.04402608916	2.7204857	-1		
80665	111.04402565061469	8.056919	-1		
30137	111.04403329375656	3.9622219	-1		
56072	111.04403371530276	5.9165735	-1		
85739	111.04403348807249	8.639531	-1		
70364	111.0440343429532	7.0119624	-1		
10876	111.04403546026336	1.7368639	-1		
12820	111.0440361329363	2.0877445	-1		
26370	111.04403689848829	3.6632009	-1		
34936	111.04403900989932	4.3086824	-1		
6027	111.0440617319486	0.9899811	-1		
4801	111.04407183819345	0.90288424	-1		
8944	111.0552670086696	1.333733	-1		
5842	111.05527175507322	0.97667485	-1		
4415	111.05528443402272	0.84571844	-1		
56926	111.08041448042736	5.9783983	-1		
81775	111.08041895410166	8.179073	-1		
36281	111.08042080997632	4.4182334	-1		
33476	111.08042137047914	4.22915	-1		
71003	111.0804214045999	7.0507255	-1		
35001	111.08042203749444	4.320874	-1		
94865	111.08042274374958	9.452649	-1		
18813	111.08042350499989	2.9374266	-1		
138767	111.09164541814198	11.811167	-1		
6936	111.0916551508108	1.0987059	-1		
5356	111.09167257828643	0.9340136	-1		
119027	111.11678661731924	10.883464	-1		
79540	111.11678959685068	7.932514	-1		
141492	111.11679253913942	11.926095	-1		
101462	111.11679508038402	9.86923	-1		
47749	111.11679747963468	5.295528	10468		
98883	111.1168005192746	9.725001	-1		
104665	111.11680236861255	10.068275	-1		
96176	111.1168036832294	9.54635	-1		
105314	111.51888342369642	10.1233635	-1		
105173	111.52184467659708	10.079398	-1		
103916	111.96832857758652	10.034903	-1		
3274	112.00630138574772	0.7737224	-1		
5037	112.03431319382727	0.92199594	-1		
3171	112.0343995844364	0.7820629	-1		
20137	112.03929295524055	3.1482787	-1		
25325	112.03929309193836	3.5503135	-1		
22740	112.03929758370374	3.3162792	-1		
21329	112.03929840976328	3.240579	-1		
1527	112.0393023431333	0.6576412	-1		
6223	112.03930763075576	1.0008357	-1		
4292	112.03931239056148	0.8309874	-1		
3402	112.0393129323961	0.7901759	-1		
4991	112.03932253486109	0.892247	-1		
3216	112.04415126648534	0.7843791	-1		
1905	112.04429789332345	0.7166121	-1		
3698	112.05046865376286	0.8217408	-1		
1597	112.05051595487028	0.623183	-1		
10099	112.07566677877097	1.6239178	-1		
14222	112.07566856561382	2.3226688	-1		
25445	112.07567302451304	3.5725822	-1		
13409	112.07567325594968	2.176156	-1		
37880	112.07567484635362	4.5370617	-1		
20309	112.07567740966432	3.154964	-1		
5628	112.07567768414748	0.9669084	-1		
19651	112.0756796275022	3.0462701	-1		
17891	112.0756802661894	2.836743	-1		
16693	112.0756815693671	2.7145777	-1		
4313	112.08689581356488	0.87156755	-1		
67203	112.11205523204418	6.7402067	-1		
98847	112.1201649926176	9.725625	-1		
6127	112.89566435509106	0.97351986	-1		
4451	112.89567892777534	0.82447743	-1		
3096	112.89568001535277	0.75703436	-1		
796	112.89568059794432	0.60100055	-1		
9395	113.02330159023217	1.4045242	-1		
8444	113.02330366898332	1.2844132	-1		
14055	113.02330562177748	2.2380776	-1		
19644	113.02330665826368	3.060331	-1		
6354	113.02331464729464	1.0410764	-1		
6580	113.03450808723346	1.0599796	-1		
3874	113.03465815325752	0.82683307	-1		
76220	113.05968205959203	7.5644107	-1		
9701	113.0596827235298	1.5582916	-1		
10271	113.0596876339618	1.6375281	-1		
84083	113.05968997915544	8.45282	-1		
41133	113.05969054384704	4.801832	-1		
94922	113.0596904670722	9.4453	-1		
85998	113.059690750811	8.666434	-1		
93631	113.05969141319264	9.363388	-1		
33491	113.05969231101538	4.222155	-1		
14201	113.05969356836115	2.3590572	-1		
59625	113.05969265884212	6.202408	-1		
15272	113.05969389652272	2.4338393	-1		
28749	113.05969515022991	3.8326147	-1		
92355	113.05969697262074	9.254134	-1		
61859	113.0596988141308	6.3423305	-1		
63954	113.0596985238708	6.4687977	-1		
18986	113.05970498770591	2.957577	-1		
16549	113.05970693091628	2.7009902	-1		
7791	113.05970996676903	1.1669201	-1		
6365	113.05971519192693	1.0751034	-1		
136875	113.07091770555184	11.739238	-1		
141299	113.0709193294728	11.909872	-1		
139288	113.07092095352272	11.845207	-1		
19724	113.07092607139607	3.0663972	-1		
133982	113.07092762158592	11.569854	-1		
131263	113.07092954041887	11.498811	-1		
19942	113.09607906496996	3.1088884	-1		
142791	113.13243885453808	11.971938	-1		
2900	113.53164546985045	0.76022893	-1		
106168	113.9636474824055	10.224654	-1		
121733	113.96364777415036	11.041432	-1		
110630	113.9636481362978	10.416481	-1		
112919	113.96364908197566	10.531235	-1		
117454	113.96365019151256	10.781181	-1		
123943	113.9636505052814	11.134404	-1		
108193	113.96365129410844	10.30103	-1		
10834	113.96365456591154	1.7207747	-1		
101186	113.9636543440556	9.945656	-1		
103578	113.9636566260484	10.059317	-1		
13516	113.96366136006276	2.1804783	-1		
7804	113.96366588396972	1.183021	-1		
3394	113.96366890605468	0.7705652	-1		
67178	114.0549323275541	6.734355	-1		
1089	114.06618210160538	0.6130888	3728		
16161	114.0912997933956	2.6358914	-1		
15595	114.09130126327288	2.5731711	-1		
47748	114.09131936863068	5.296138	-1		
19762	114.09132102786712	3.0535297	-1		
17894	114.0913241443113	2.7987332	-1		
20884	114.09132446382964	3.199964	-1		
34178	114.09132483427052	4.266949	-1		
18940	114.09132691757202	2.8989217	-1		
27300	114.09132880984802	3.72451	-1		
24821	114.09132999835728	3.4611993	-1		
3007	114.0913606029138	0.76825684	-1		
4249	114.89271125655414	0.8010763	-1		
5945	114.8927300195404	0.98116875	-1		
3133	114.89273966917584	0.75645655	-1		
800	114.89282106501052	0.60095245	-1		
12078	114.97148289662366	1.9492737	-1		
10654	114.97148321211348	1.6969544	-1		
12906	114.97148705997805	2.0836687	-1		
13557	114.97148803524664	2.176652	-1		
7331	114.97149048170856	1.1677581	-1		
3499	114.9714990916026	0.8001168	-1		
10848	115.03895055447902	1.7285786	-1		
25725	115.0389583043217	3.6013439	-1		
4599	115.03899228076013	0.8786107	-1		
79998	115.075325529797	7.9911704	-1		
20664	115.07533020088202	3.1911716	-1		
42461	115.0753306155134	4.8755846	-1		
56020	115.07533492921436	5.900783	-1		
41061	115.07533531991986	4.789373	-1		
18328	115.07533593851434	2.9056108	-1		
11744	115.07533834627934	1.9180127	-1		
23047	115.07534214882712	3.3969998	-1		
31251	115.07534231490304	4.057679	-1		
30060	115.0753424820359	3.975788	-1		
24326	115.0753435605826	3.457155	3793		
103990	115.07534335818411	10.034595	-1		
13232	115.0753444429939	2.1519113	-1		
6031	115.07536616834152	1.0020432	-1		
9984	115.08657003956378	1.5950972	-1		
22469	115.08657721418857	3.3302	-1		
16140	115.09466791671296	2.6355867	-1		
83306	115.1117187955974	8.352031	-1		
71983	115.11172515340314	7.1399865	-1		
9717	115.12294857132798	1.5452245	-1		
5984	115.12295686511436	1.0101793	-1		
11111	115.12295845132104	1.8087078	-1		
11636	115.12296159306707	1.8715702	-1		
11376	115.5272962016265	1.8230408	-1		
2898	115.95747663841463	0.7387713	-1		
106068	115.96407367589812	10.193754	-1		
103530	115.96407595127748	10.038763	-1		
251	115.9640786080033	0.5379783	-1		
6692	116.01646521542403	1.0751159	-1		
84154	116.0528350880536	8.403013	-1		
129434	116.05284026070292	11.480827	-1		
10397	116.07058434646264	1.6505688	-1		
18406	116.07059765711011	2.9036374	-1		
399	116.07060103023709	0.62949264	-1		
24957	116.07060276897256	3.5019896	-1		
6601	116.07060621177786	1.028935	-1		
5504	116.07060794263658	0.9657822	-1		
16163	116.09553755215696	2.6415946	-1		
25219	116.10697685794662	3.5415838	11106		
20976	116.10698216562992	3.2172122	-1		
40254	116.10698202353	4.7087235	11106		
33302	116.10698369959388	4.208916	-1		
18291	116.10698475001472	2.8987718	-1		
24085	116.10698819865009	3.4536679	-1		
37254	116.10698911096884	4.5021234	-1		
30558	116.10699024167565	4.001239	-1		
27391	116.10699220384396	3.7364008	-1		
4460	116.10700675078787	0.8549407	-1		
5867	116.10701041210918	0.9876575	-1		
805	116.89081296685694	0.6005116	-1		
3150	116.89084699295276	0.76156396	-1		
227	116.9619320596159	0.5373214	493		
4176	117.01820410279416	0.8553033	2494		
16017	117.05458054192393	2.5971274	3507		
76182	117.05459710375648	7.5625653	-1		
39168	117.05459888426508	4.6307015	-1		
45773	117.0546075799778	5.1587095	1673		
25695	117.05460892346336	3.582652	-1		
12394	117.05461143380946	2.018209	-1		
8566	117.05461260673913	1.2665945	-1		
70490	117.05461288700047	7.0196857	-1		
33108	117.0546168679877	4.1800046	-1		
1783	117.05461768001406	0.628397	2494		
29576	117.05461874682972	3.915102	1673		
18984	117.05461759516574	2.9653034	-1		
7588	117.05462025782164	1.1634476	-1		
4760	117.0546472308394	0.8957032	2494		
77437	117.06986643506346	7.687899	-1		
76789	117.09098261180678	7.623012	-1		
70100	117.09098777984528	6.9862146	3735		
43176	117.090992870812	4.8823943	-1		
71952	117.0909925530277	7.137511	-1		
20537	117.09099316768123	3.1716437	1673		
24742	117.09099460178388	3.5044582	-1		
11344	117.0909972140817	1.8232453	-1		
26062	117.09100142155168	3.6643305	-1		
14127	117.0909985216323	2.3054392	1673		
22448	117.09100281813484	3.3373997	3735		
27893	117.09100384115165	3.726528	1673		
15680	117.09101201411052	2.5605724	-1		
9812	117.10221971566251	1.5590682	-1		
18286	117.1022281801024	2.9023738	-1		
14045	117.1022341934594	2.2854977	1673		
236	117.95951181872684	0.5418025	493		
685	117.99043893746288	0.58169746	-1		
70712	118.05797385509578	7.01809	-1		
54825	118.06511285684748	5.7919474	5018		
77562	118.0651160549288	7.6636047	-1		
4312	118.08088521063176	0.8154037	-1		
1754	118.08092891672683	0.64812654	-1		
2951	118.08094687721552	0.72561955	-1		
1424	118.08624791708044	0.63462454	-1		
11781	118.08625137494302	1.9245001	-1		
10908	118.08625256046	1.7286384	-1		
13430	118.08625290500984	2.1707704	-1		
8288	118.0862550930465	1.2507814	-1		
3588	118.08625823409454	0.8014769	-1		
6409	118.0862585881224	1.0601816	-1		
6954	118.0862600893168	1.1030782	-1		
4745	118.08626225586023	0.8537287	-1		
3019	118.09149765419488	0.72232467	-1		
4475	118.0915063652194	0.8040259	-1		
1608	118.09191399262303	0.6344756	-1		
2727	118.09257130004188	0.7212675	-1		
26674	118.09435871282535	3.6677666	-1		
1649	118.12263126182091	0.63240415	8977		
31975	118.12264737758258	4.0902505	-1		
2971	118.1226486961292	0.76540095	8977		
4197	118.1226628341988	0.8405203	-1		
130	118.9838579588404	0.5490322	-1		
63	119.01391070560544	0.53271735	-1		
80805	119.04911731396962	8.013519	-1		
79241	119.04911815336172	7.89105	-1		
82746	119.04912773992436	8.294335	-1		
83280	119.04912787763008	8.3368435	-1		
47480	119.0491292612236	5.272263	-1		
84409	119.04913384969846	8.464025	-1		
85923	119.0491380293315	8.613244	-1		
87330	119.04914446987286	8.736223	-1		
99145	119.08551607042652	9.718687	-1		
56795	119.08551820495612	5.9675097	-1		
73552	119.0855200028697	7.318	9926		
52547	119.08552113351872	5.649298	-1		
74379	119.08552123206276	7.364956	-1		
58657	119.08552252676344	6.0892534	-1		
68085	119.08552396286056	6.8037653	-1		
61220	119.0855250231828	6.271026	-1		
36215	119.08552571981804	4.4194026	-1		
92283	119.085528662311	9.23951	-1		
1695	119.08956515429738	0.62801147	-1		
103101	119.9936204822916	9.995726	-1		
13255	120.02358411137452	2.1480575	-1		
6913	120.02358913290638	1.1168053	-1		
8253	120.02359046814196	1.2556654	-1		
3259	120.02359285858036	0.75820124	-1		
4825	120.02360065180544	0.90860915	-1		
15	120.0236040549744	0.5391584	-1		
224	120.0266611204187	0.5589004	-1		
67745	120.0443746782694	6.7782807	-1		
28074	120.04439748589182	3.788211	15		
37193	120.04442236811563	4.5087004	-1		
1681	120.06551222484158	0.61698747	-1		
8190	120.0807773241208	1.2431983	-1		
10891	120.08078156457464	1.7098732	-1		
18270	120.0807853377017	2.8971038	-1		
57154	120.08079399364966	5.994851	910		
36906	120.08079497142882	4.4767814	-1		
21082	121.02840573049912	3.2088768	15		
88080	121.02841201182991	8.849259	15		
18797	121.02841544256854	2.9515197	15		
30634	121.0284254999308	4.0153127	15		
32156	121.02843017601568	4.0902514	15		
3986	121.03962690447965	0.832717	-1		
2149	121.03963379236644	0.67540795	-1		
48362	121.04953174551444	5.3309994	-1		
20295	121.06479250222252	3.1504457	910		
18727	121.06479508224284	2.9518318	910		
22232	121.06479539289968	3.3047333	910		
49471	121.06479793229823	5.410559	910		
4220	121.06479990278392	0.83838314	-1		
8189	121.08416100425772	1.2429262	-1		
16697	121.08858022961154	2.7292259	-1		
113447	121.10116137351253	10.568297	423		
49163	121.10117234231326	5.39649	754		
99412	121.10117384786652	9.754261	15		
41876	121.10117489367944	4.8516407	-1		
72577	121.10117760392366	7.210265	-1		
95115	121.10117781120364	9.493911	754		
70813	121.10117832991192	7.0455837	910		
86086	121.10117822716468	8.670257	-1		
38657	121.1011790969986	4.616876	910		
62250	121.10118265575684	6.3719673	423		
5395	121.52040397680922	0.89646983	-1		
2901	121.5204405136798	0.73435843	-1		
5072	121.57115147931792	0.919241	-1		
137278	121.9661632097636	11.747327	-1		
140292	121.96616633073818	11.866163	-1		
129181	121.9661676126007	11.425174	-1		
133767	121.96616897175964	11.582639	-1		
131466	121.96617836050105	11.525609	-1		
157	122.01924905860008	0.5321964	-1		
20201	122.02366015566928	3.1275456	-1		
9256	122.057618500522	1.4048604	-1		
30091	122.0600470236898	3.9587858	-1		
36961	122.06004734086628	4.4807224	15		
43746	122.0600481090562	5.0177655	-1		
18370	122.06004836638007	2.908574	-1		
28574	122.06005045957498	3.832694	-1		
10485	122.0600545748126	1.6828314	-1		
11496	122.09642728873852	1.8236074	-1		
11004	122.09642758143352	1.7539905	-1		
14124	122.0964290293665	2.311738	-1		
6852	122.09643514245828	1.0892483	-1		
2213	122.09643673148622	0.6831962	-1		
12501	122.52823560025674	2.0373273	-1		
2958	122.53693525825646	0.7542122	-1		
802	122.53694643210032	0.57861805	3945		
531	122.92449902427316	0.5806385	-1		
3176	122.92451759660456	0.7635049	-1		
106087	122.9640066658858	10.21194	8061		
112423	122.9640117589629	10.525194	8061		
108031	122.96401333598608	10.301113	905		
117587	122.96401544055448	10.786583	-1		
114451	122.9640176551632	10.590699	8061		
102180	122.9640202964226	9.996602	905		
103754	122.9640209039492	10.054933	905		
18	123.04033038373016	0.5247075	6		
3069	123.04037774573574	0.7473372	3945		
10044	123.04037786180396	1.6212349	3945		
4666	123.04038206104556	0.87786126	3945		
76803	123.04404472753144	7.6260605	5265		
25291	123.04404935009028	3.5637405	7444		
23583	123.04405041654113	3.4089005	828		
20416	123.0440505719696	3.1640224	352		
14330	123.04405100909436	2.3469102	59		
31323	123.04405195019748	4.040538	828		
27528	123.04405811213842	3.7378314	352		
61769	123.0440596395177	6.3226776	5265		
54822	123.04405988998214	5.7858334	247		
36963	123.04406040307268	4.480238	828		
59164	123.044061992379	6.156038	247		
11623	123.05528591014532	1.8965495	-1		
30307	123.05528840799676	3.9695485	-1		
3822	123.0553151884325	0.8269157	-1		
8785	123.05623694381	1.3307083	352		
41677	123.08044135790632	4.847514	15		
20974	123.08044207619936	3.2122974	-1		
28700	123.0804453418225	3.854996	15		
30354	123.08044622893162	3.9725857	247		
18606	123.0804464037478	2.9310806	15		
36349	123.08044636090813	4.4442353	-1		
68648	123.08044765068912	6.8572335	905		
74697	123.0804483366362	7.3875327	247		
98020	123.08044901446542	9.670779	8061		
71142	123.08045083902353	7.0495996	247		
64342	123.08045437682276	6.493335	905		
62190	123.0804551094168	6.378994	247		
1827	123.08045658418771	0.6462241	-1		
4016	123.0804650176884	0.8387321	352		
22627	123.09168018685529	3.3446286	3169		
137229	123.0916865032894	11.759021	-1		
140017	123.09168918318647	11.861939	-1		
133878	123.09169038691986	11.584036	-1		
5557	123.09169912580263	0.9534938	352		
75820	123.11682024268924	7.5222945	247		
76995	123.11682295816044	7.638523	247		
28818	123.11682338084611	3.872077	247		
35301	123.11682576603076	4.3539667	247		
75053	123.11682723929886	7.4257727	247		
55860	123.11682866046938	5.9020405	247		
59719	123.1168322449588	6.1770353	247		
56462	123.11683358961396	6.0103903	247		
90329	123.11683688002496	9.084574	905		
91647	123.11684013862562	9.184656	905		
63802	123.11684213071352	6.4574327	247		
11639	124.03926669812306	1.9000442	-1		
3868	124.03940748369328	0.82257086	-1		
2438	124.03950861733624	0.71767825	-1		
20	124.0408289682421	0.53063333	6		
131	124.04373443741054	0.52561545	6		
20460	124.07569332657712	3.1584198	-1		
16912	124.07569834552734	2.741124	-1		
26842	124.0757009227622	3.6932282	-1		
8645	124.07570146307948	1.301875	-1		
25287	124.07570164230772	3.558371	-1		
23309	124.07570583248877	3.3968873	-1		
6931	124.0757139558814	1.1024084	-1		
1853	124.0757206095273	0.67406154	-1		
5713	124.0757364625415	0.9477723	-1		
4356	124.07573924557764	0.8925211	-1		
64353	124.08384180663072	6.502011	-1		
68632	124.08385850130055	6.8579535	-1		
119221	124.08691112019208	10.929408	-1		
125957	124.08691286728988	11.233461	-1		
122037	124.08691440068073	11.097193	-1		
124715	124.08691576446384	11.167664	-1		
142725	124.08691656057748	11.927962	-1		
127536	124.08691716026178	11.390184	-1		
136196	124.08691944771958	11.747786	-1		
140611	124.08692070800365	11.878304	-1		
129266	124.08692309502688	11.434108	-1		
138904	124.08692353563352	11.82289	-1		
133659	124.08692712747828	11.575228	-1		
130681	124.0869327150273	11.4870615	-1		
32296	124.1120593625385	4.12055	-1		
2350	124.89734108875726	0.61851126	-1		
4463	124.8973503843596	0.7994445	-1		
3148	124.89736373287538	0.751495	-1		
105715	124.96441512117974	10.165175	-1		
107431	124.96441670237462	10.261879	-1		
192	124.96442146224638	0.5442761	1230		
103594	124.9644254970071	10.039923	-1		
7466	125.0471350702886	1.1428229	-1		
4454	125.04715243563923	0.88144857	-1		
19822	125.0596980295803	3.0782578	-1		
